,User ID,Subscription Type,Monthly Revenue,Country,Age,Gender,Device,Plan Duration,Join Year,Join Month,Join Day,Last Payment Year,Last Payment Month,Last Payment Day
340,341,1,13,United States,44,0,Laptop,1 Month,2022,8,24,2023,6,26
341,342,0,11,Canada,41,0,Laptop,1 Month,2022,9,8,2023,6,26
342,343,2,13,United Kingdom,46,1,Smart TV,1 Month,2022,6,8,2023,6,25
343,344,2,13,Australia,42,0,Smartphone,1 Month,2022,7,8,2023,6,26
344,345,0,10,Germany,48,0,Smart TV,1 Month,2022,8,8,2023,6,25
345,346,1,15,France,37,1,Tablet,1 Month,2022,8,31,2023,6,26
346,347,0,14,Brazil,29,1,Smartphone,1 Month,2022,9,21,2023,6,28
347,348,2,14,Mexico,30,1,Smart TV,1 Month,2022,5,10,2023,6,26
348,349,1,14,Spain,28,1,Smartphone,1 Month,2022,2,11,2023,6,26
349,350,0,10,Italy,44,0,Smartphone,1 Month,2022,2,11,2023,6,28
350,351,1,11,United States,34,0,Smart TV,1 Month,2022,2,11,2023,6,28
351,352,0,10,Canada,38,1,Laptop,1 Month,2022,9,20,2023,6,26
352,353,2,14,United Kingdom,34,0,Smartphone,1 Month,2022,10,8,2023,6,26
353,354,2,10,Australia,40,0,Laptop,1 Month,2022,8,16,2023,6,28
354,355,0,15,Germany,32,0,Tablet,1 Month,2022,12,10,2023,6,27
355,356,1,11,France,38,1,Smart TV,1 Month,2022,10,14,2023,6,30
356,357,0,15,Brazil,39,1,Smartphone,1 Month,2022,10,18,2023,6,26
357,358,2,12,Mexico,34,0,Smart TV,1 Month,2022,11,11,2023,6,28
358,359,1,11,Spain,41,1,Smartphone,1 Month,2022,11,20,2023,6,26
359,360,0,15,Italy,43,0,Tablet,1 Month,2022,11,21,2023,6,30
360,361,1,12,United States,36,0,Laptop,1 Month,2022,11,25,2023,6,28
361,362,0,11,Canada,31,1,Laptop,1 Month,2022,8,12,2023,6,27
362,363,2,12,United Kingdom,47,0,Smart TV,1 Month,2022,1,11,2023,6,25
363,364,2,14,Australia,48,1,Smart TV,1 Month,2022,12,10,2023,6,29
364,365,0,11,Germany,36,1,Laptop,1 Month,2022,10,13,2023,6,27
365,366,1,12,France,41,1,Smart TV,1 Month,2022,10,17,2023,6,29
366,367,0,13,Brazil,32,1,Laptop,1 Month,2022,10,23,2023,6,25
367,368,2,13,Mexico,28,1,Smartphone,1 Month,2022,10,24,2023,6,28
368,369,1,12,Spain,46,0,Smartphone,1 Month,2022,10,25,2023,6,27
369,370,0,11,Italy,46,0,Smartphone,1 Month,2022,10,22,2023,6,29
370,371,0,11,United States,47,1,Tablet,1 Month,2022,9,30,2023,6,25
371,372,0,11,Canada,31,0,Tablet,1 Month,2022,6,9,2023,6,27
372,373,2,10,United Kingdom,44,0,Tablet,1 Month,2022,6,18,2023,6,26
373,374,1,10,Australia,39,0,Laptop,1 Month,2022,12,6,2023,6,28
374,375,0,14,Germany,44,0,Laptop,1 Month,2022,6,17,2023,6,28
375,376,0,12,France,39,0,Smartphone,1 Month,2022,6,20,2023,6,27
376,377,1,12,Brazil,37,1,Laptop,1 Month,2022,8,27,2023,6,28
377,378,2,14,Mexico,47,0,Laptop,1 Month,2022,8,13,2023,6,27
378,379,2,10,Spain,46,0,Smart TV,1 Month,2022,12,8,2023,6,28
379,380,0,15,Italy,27,0,Smart TV,1 Month,2022,5,8,2023,6,27
380,381,1,10,United States,43,0,Laptop,1 Month,2022,7,14,2023,6,27
381,382,2,10,Canada,51,1,Smart TV,1 Month,2022,7,6,2023,6,26
382,383,0,10,United Kingdom,49,1,Smart TV,1 Month,2022,1,6,2023,6,27
383,384,2,10,Australia,35,0,Smartphone,1 Month,2022,5,19,2023,6,28
384,385,1,15,Germany,44,1,Smartphone,1 Month,2022,5,22,2023,6,27
385,386,0,14,France,48,1,Tablet,1 Month,2022,11,7,2023,6,26
386,387,1,11,Brazil,39,0,Tablet,1 Month,2022,7,19,2023,6,28
387,388,2,12,Mexico,38,1,Laptop,1 Month,2022,7,21,2023,6,28
388,389,0,14,Spain,45,1,Smart TV,1 Month,2022,2,8,2023,6,26
389,390,2,13,Italy,43,0,Laptop,1 Month,2022,3,7,2023,6,28
390,391,1,13,United States,42,1,Laptop,1 Month,2022,6,23,2023,6,27
391,392,0,15,Canada,28,1,Smart TV,1 Month,2022,3,6,2023,6,28
392,393,2,10,United Kingdom,40,1,Tablet,1 Month,2022,3,6,2023,6,26
393,394,1,14,Australia,41,0,Tablet,1 Month,2022,5,30,2023,6,27
394,395,0,12,Germany,45,0,Laptop,1 Month,2022,5,6,2023,6,26
395,396,1,14,France,30,0,Smartphone,1 Month,2022,10,6,2023,6,27
396,397,0,11,Brazil,31,0,Smartphone,1 Month,2022,7,14,2023,6,26
397,398,2,13,Mexico,51,0,Tablet,1 Month,2022,7,15,2023,6,27
398,399,2,12,Spain,44,0,Smartphone,1 Month,2022,7,14,2023,6,25
399,400,0,14,Italy,49,1,Laptop,1 Month,2022,7,13,2023,6,27
400,401,1,12,United States,47,0,Laptop,1 Month,2022,7,17,2023,6,26
401,402,0,14,Canada,42,1,Smartphone,1 Month,2022,7,21,2023,6,26
402,403,2,13,United Kingdom,28,1,Smartphone,1 Month,2022,7,23,2023,6,28
403,404,1,13,Australia,28,1,Smartphone,1 Month,2022,1,8,2023,6,28
404,405,0,13,Germany,49,0,Tablet,1 Month,2022,6,8,2023,6,26
405,406,1,12,France,32,0,Smartphone,1 Month,2022,8,19,2023,6,26
406,407,0,12,Brazil,37,0,Tablet,1 Month,2022,8,26,2023,6,27
407,408,2,13,Mexico,37,0,Tablet,1 Month,2022,9,27,2023,6,27
408,409,2,14,Spain,37,1,Smartphone,1 Month,2022,9,15,2023,6,25
409,410,0,15,Italy,37,1,Smart TV,1 Month,2022,2,9,2023,6,25
410,411,1,14,United States,48,0,Tablet,1 Month,2022,3,9,2023,6,26
411,412,0,12,Canada,47,1,Laptop,1 Month,2022,3,9,2023,6,26
412,413,2,13,United Kingdom,41,0,Smartphone,1 Month,2022,8,24,2023,6,26
413,414,1,14,Australia,47,0,Laptop,1 Month,2022,8,21,2023,6,27
414,415,0,13,Germany,39,0,Smartphone,1 Month,2022,8,23,2023,6,25
415,416,1,10,France,28,1,Tablet,1 Month,2022,2,9,2023,6,26
416,417,0,14,Brazil,31,1,Smart TV,1 Month,2022,9,21,2023,6,29
417,418,2,14,Mexico,47,0,Smart TV,1 Month,2022,10,21,2023,6,27
418,419,2,11,Spain,27,0,Laptop,1 Month,2022,10,30,2023,6,27
419,420,0,10,Italy,28,1,Laptop,1 Month,2022,2,11,2023,6,28
420,421,1,14,United States,33,1,Tablet,1 Month,2022,10,16,2023,6,28
421,422,0,14,Canada,29,0,Tablet,1 Month,2022,9,15,2023,6,29
422,423,2,15,United Kingdom,41,1,Smartphone,1 Month,2022,12,9,2023,6,27
423,424,1,12,Australia,28,0,Tablet,1 Month,2022,9,18,2023,6,29
424,425,0,13,Germany,38,1,Tablet,1 Month,2022,4,10,2023,6,27
425,426,1,15,France,35,1,Laptop,1 Month,2022,5,10,2023,6,30
426,427,0,11,Brazil,51,1,Smart TV,1 Month,2022,6,11,2023,6,26
427,428,2,12,Mexico,45,1,Smartphone,1 Month,2022,11,17,2023,6,28
428,429,2,14,Spain,51,1,Laptop,1 Month,2022,11,18,2023,6,26
429,430,0,14,Italy,46,0,Smart TV,1 Month,2022,11,22,2023,6,30
430,431,1,15,United States,28,1,Smart TV,1 Month,2022,4,12,2023,6,28
431,432,0,12,Canada,46,0,Smart TV,1 Month,2022,11,19,2023,6,30
432,433,2,11,United Kingdom,46,0,Smartphone,1 Month,2022,6,11,2023,6,25
433,434,1,12,Australia,32,0,Laptop,1 Month,2022,10,15,2023,6,29
434,435,0,11,Germany,39,0,Smart TV,1 Month,2022,10,17,2023,6,28
435,436,1,11,France,41,0,Smartphone,1 Month,2022,10,19,2023,6,29
436,437,0,13,Brazil,47,1,Smart TV,1 Month,2022,10,23,2023,6,25
437,438,2,12,Mexico,35,1,Smart TV,1 Month,2022,10,24,2023,6,28
438,439,2,12,Spain,37,0,Smart TV,1 Month,2022,10,23,2023,6,27
439,440,0,11,Italy,47,1,Tablet,1 Month,2022,10,10,2023,6,29
440,441,1,13,United States,48,0,Laptop,1 Month,2022,5,10,2023,6,28
441,442,0,12,Canada,30,0,Laptop,1 Month,2022,1,7,2023,6,27
442,443,2,10,United Kingdom,36,1,Smart TV,1 Month,2022,1,7,2023,6,27
443,444,1,10,Australia,50,0,Smartphone,1 Month,2022,6,25,2023,6,28
444,445,0,12,Germany,41,1,Tablet,1 Month,2022,6,24,2023,6,28
445,446,0,14,France,46,0,Smartphone,1 Month,2022,6,28,2023,6,28
446,447,0,15,Brazil,36,0,Laptop,1 Month,2022,11,8,2023,6,28
447,448,2,14,Mexico,48,1,Tablet,1 Month,2022,12,8,2023,6,27
448,449,1,10,Spain,37,0,Laptop,1 Month,2022,7,8,2023,6,28
449,450,0,14,Italy,49,1,Laptop,1 Month,2022,6,8,2023,6,27
450,451,0,12,United States,31,0,Laptop,1 Month,2022,7,18,2023,6,28
451,452,1,12,Canada,42,0,Laptop,1 Month,2022,6,16,2023,6,26
452,453,2,11,United Kingdom,45,0,Tablet,1 Month,2022,5,30,2023,6,28
453,454,2,15,Australia,51,0,Tablet,1 Month,2022,5,28,2023,6,28
454,455,0,11,Germany,31,0,Smart TV,1 Month,2022,5,31,2023,6,27
455,456,1,14,France,41,1,Tablet,1 Month,2022,4,6,2023,6,27
456,457,2,14,Brazil,40,1,Smart TV,1 Month,2022,6,29,2023,6,28
457,458,0,10,Mexico,27,1,Tablet,1 Month,2022,7,24,2023,6,28
458,459,2,10,Spain,46,0,Tablet,1 Month,2022,7,19,2023,6,27
459,460,1,10,Italy,30,0,Smart TV,1 Month,2022,6,30,2023,6,28
460,461,0,11,United States,37,1,Smart TV,1 Month,2022,6,16,2023,6,27
461,462,1,15,Canada,45,1,Smartphone,1 Month,2022,10,6,2023,6,28
462,463,2,11,United Kingdom,40,1,Smart TV,1 Month,2022,1,6,2023,6,26
463,464,0,13,Australia,45,1,Laptop,1 Month,2022,3,6,2023,6,28
464,465,2,11,Germany,34,1,Laptop,1 Month,2022,5,6,2023,6,26
465,466,1,10,France,33,1,Laptop,1 Month,2022,7,6,2023,6,27
466,467,0,10,Brazil,47,0,Laptop,1 Month,2022,6,22,2023,6,26
467,468,2,11,Mexico,32,1,Smart TV,1 Month,2022,6,28,2023,6,27
468,469,1,12,Spain,41,0,Tablet,1 Month,2022,6,29,2023,6,29
469,470,0,15,Italy,31,0,Tablet,1 Month,2022,3,7,2023,6,28
470,471,1,15,United States,43,1,Tablet,1 Month,2022,8,7,2023,6,27
471,472,0,10,Canada,32,0,Tablet,1 Month,2022,7,13,2023,6,27
472,473,2,10,United Kingdom,46,0,Smartphone,1 Month,2022,7,27,2023,6,28
473,474,2,14,Australia,38,1,Smartphone,1 Month,2022,7,30,2023,6,28
474,475,0,11,Germany,31,0,Smart TV,1 Month,2022,8,13,2023,6,26
475,476,1,14,France,31,0,Laptop,1 Month,2022,8,18,2023,6,26
476,477,0,10,Brazil,50,1,Laptop,1 Month,2022,8,24,2023,6,27
477,478,2,10,Mexico,32,1,Laptop,1 Month,2022,8,9,2023,6,27
478,479,1,13,Spain,38,0,Smartphone,1 Month,2022,4,9,2023,6,27
479,480,0,15,Italy,37,0,Laptop,1 Month,2022,4,9,2023,6,27
480,481,1,12,United States,36,1,Smart TV,1 Month,2022,4,9,2023,6,26
481,482,0,11,Canada,30,1,Smart TV,1 Month,2022,8,27,2023,6,27
482,483,2,14,United Kingdom,28,1,Smart TV,1 Month,2022,8,25,2023,6,27
483,484,2,13,Australia,40,1,Smartphone,1 Month,2022,8,25,2023,6,28
484,485,0,14,Germany,28,0,Tablet,1 Month,2022,1,9,2023,6,28
485,486,1,15,France,37,0,Laptop,1 Month,2022,9,13,2023,6,26
486,487,0,15,Brazil,30,1,Smart TV,1 Month,2022,5,10,2023,6,29
487,488,2,11,Mexico,33,0,Smart TV,1 Month,2022,8,10,2023,6,28
488,489,1,11,Spain,49,1,Tablet,1 Month,2022,10,26,2023,6,28
489,490,0,12,Italy,36,0,Smart TV,1 Month,2022,10,18,2023,6,29
490,491,1,12,United States,28,0,Smartphone,1 Month,2022,7,10,2023,6,28
491,492,0,10,Canada,51,1,Tablet,1 Month,2022,9,17,2023,6,30
492,493,2,11,United Kingdom,35,0,Smartphone,1 Month,2022,9,18,2023,6,27
493,494,2,14,Australia,31,1,Smart TV,1 Month,2022,9,27,2023,6,29
494,495,0,13,Germany,39,1,Smartphone,1 Month,2022,9,30,2023,6,27
495,496,1,10,France,51,0,Laptop,1 Month,2022,10,30,2023,6,30
496,497,0,11,Brazil,44,1,Smartphone,1 Month,2022,9,11,2023,6,29
497,498,2,11,Mexico,41,0,Smartphone,1 Month,2022,11,17,2023,6,28
498,499,1,10,Spain,28,0,Laptop,1 Month,2022,11,18,2023,6,26
499,500,0,15,Italy,38,1,Laptop,1 Month,2022,11,22,2023,6,30
500,501,1,14,Spain,43,1,Smartphone,1 Month,2022,11,22,2023,6,28
501,502,0,13,Spain,38,1,Smartphone,1 Month,2022,11,21,2023,6,30
502,503,2,14,United States,30,1,Tablet,1 Month,2022,10,11,2023,6,26
503,504,2,12,Canada,32,0,Laptop,1 Month,2022,10,21,2023,6,29
504,505,0,11,United States,35,1,Smartphone,1 Month,2022,10,21,2023,6,28
505,506,1,14,United States,27,1,Smart TV,1 Month,2022,10,23,2023,6,29
506,507,0,15,Canada,49,0,Tablet,1 Month,2022,10,24,2023,6,26
507,508,2,12,United Kingdom,42,0,Tablet,1 Month,2022,10,23,2023,6,28
508,509,1,10,Australia,40,1,Smartphone,1 Month,2022,10,21,2023,6,28
509,510,0,15,Germany,43,0,Tablet,1 Month,2022,6,10,2023,6,29
510,511,1,11,France,44,0,Smart TV,1 Month,2022,7,26,2023,6,28
511,512,0,15,Brazil,32,1,Tablet,1 Month,2022,7,13,2023,6,28
512,513,2,10,Mexico,50,1,Tablet,1 Month,2022,6,7,2023,6,28
513,514,2,14,Spain,35,1,Tablet,1 Month,2022,7,7,2023,6,28
514,515,0,15,Italy,44,0,Laptop,1 Month,2022,1,7,2023,6,29
515,516,1,14,Spain,42,0,Smart TV,1 Month,2022,7,31,2023,6,28
516,517,0,12,Spain,34,0,Smart TV,1 Month,2022,6,8,2023,6,28
517,518,2,15,United States,37,0,Tablet,1 Month,2022,7,8,2023,6,27
518,519,1,10,Canada,43,1,Smartphone,1 Month,2022,6,8,2023,6,28
519,520,0,13,United States,32,1,Smart TV,1 Month,2022,3,8,2023,6,28
520,521,0,15,United States,33,0,Smart TV,1 Month,2022,6,18,2023,6,28
521,522,0,14,Canada,32,0,Tablet,1 Month,2022,6,17,2023,6,27
522,523,2,13,United Kingdom,41,1,Smartphone,1 Month,2022,7,6,2023,6,29
523,524,1,15,Australia,31,1,Tablet,1 Month,2022,6,6,2023,6,28
524,525,0,14,Germany,44,1,Tablet,1 Month,2022,4,6,2023,6,27
525,526,0,11,France,49,1,Laptop,1 Month,2022,6,20,2023,6,28
526,527,1,10,Brazil,48,0,Tablet,1 Month,2022,10,7,2023,6,28
527,528,2,13,Mexico,42,0,Smartphone,1 Month,2022,7,13,2023,6,29
528,529,2,11,Spain,50,0,Laptop,1 Month,2022,7,7,2023,6,27
529,530,0,14,Italy,49,0,Smart TV,1 Month,2022,6,22,2023,6,28
530,531,1,14,Spain,30,0,Laptop,1 Month,2022,6,15,2023,6,27
531,532,2,11,Spain,38,1,Laptop,1 Month,2022,3,6,2023,6,28
532,533,0,14,United States,38,1,Smartphone,1 Month,2022,4,6,2023,6,27
533,534,2,11,Canada,39,0,Smart TV,1 Month,2022,5,6,2023,6,28
534,535,1,15,United States,42,0,Laptop,1 Month,2022,7,6,2023,6,29
535,536,0,10,United States,28,1,Smart TV,1 Month,2022,6,14,2023,6,29
536,537,1,10,Canada,38,1,Smartphone,1 Month,2022,6,17,2023,6,27
537,538,2,14,United Kingdom,40,0,Tablet,1 Month,2022,6,19,2023,6,28
538,539,0,12,Australia,30,0,Tablet,1 Month,2022,2,7,2023,6,29
539,540,2,10,Germany,40,1,Smartphone,1 Month,2022,3,7,2023,6,29
540,541,1,10,France,31,1,Smart TV,1 Month,2022,7,13,2023,6,27
541,542,0,14,Brazil,41,1,Smartphone,1 Month,2022,7,26,2023,6,27
542,543,2,11,Mexico,37,1,Smartphone,1 Month,2022,7,27,2023,6,28
543,544,1,14,Spain,49,1,Tablet,1 Month,2022,8,8,2023,6,28
544,545,0,14,Italy,29,1,Smart TV,1 Month,2022,8,17,2023,6,27
545,546,1,10,Spain,31,1,Smart TV,1 Month,2022,8,20,2023,6,26
546,547,0,10,Spain,39,1,Tablet,1 Month,2022,5,9,2023,6,27
547,548,2,12,United States,51,0,Smartphone,1 Month,2022,5,9,2023,6,27
548,549,2,10,Canada,38,0,Smartphone,1 Month,2022,5,9,2023,6,27
549,550,0,11,United States,29,0,Tablet,1 Month,2022,6,9,2023,6,27
550,551,1,13,United States,41,0,Laptop,1 Month,2022,3,9,2023,6,28
551,552,0,13,Canada,48,0,Tablet,1 Month,2022,8,29,2023,6,27
552,553,2,14,United Kingdom,39,1,Smart TV,1 Month,2022,8,27,2023,6,28
553,554,1,12,Australia,37,1,Smartphone,1 Month,2022,8,29,2023,6,29
554,555,0,11,Germany,37,0,Smartphone,1 Month,2022,9,13,2023,6,28
555,556,1,14,France,34,1,Smartphone,1 Month,2022,9,24,2023,6,27
556,557,0,15,Brazil,37,1,Smartphone,1 Month,2022,5,10,2023,6,29
557,558,2,14,Mexico,37,0,Smart TV,1 Month,2022,10,18,2023,6,30
558,559,2,13,Spain,51,0,Tablet,1 Month,2022,10,19,2023,6,28
559,560,0,15,Italy,45,1,Laptop,1 Month,2022,10,14,2023,6,29
560,561,1,14,Spain,29,0,Laptop,1 Month,2022,9,30,2023,6,28
561,562,0,14,Spain,37,1,Laptop,1 Month,2022,9,19,2023,6,30
562,563,2,10,United States,34,1,Tablet,1 Month,2022,9,24,2023,6,29
563,564,1,14,Canada,35,1,Smartphone,1 Month,2022,9,28,2023,6,29
564,565,0,12,United States,29,1,Laptop,1 Month,2022,9,29,2023,6,27
565,566,1,11,United States,45,1,Tablet,1 Month,2022,11,10,2023,1,7
566,567,0,14,Canada,36,1,Smart TV,1 Month,2022,8,11,2023,6,29
567,568,2,11,United Kingdom,27,0,Laptop,1 Month,2022,11,16,2023,6,28
568,569,2,10,Australia,31,0,Laptop,1 Month,2022,11,17,2023,6,26
569,570,0,10,Germany,41,0,Laptop,1 Month,2022,11,20,2023,6,30
570,571,1,13,France,37,1,Smart TV,1 Month,2022,11,21,2023,6,29
571,572,0,12,Brazil,49,0,Tablet,1 Month,2022,11,21,2023,6,30
572,573,2,12,Mexico,37,0,Smart TV,1 Month,2022,11,18,2023,6,27
573,574,1,14,Spain,36,0,Smartphone,1 Month,2022,10,26,2023,6,29
574,575,0,13,Italy,38,0,Smart TV,1 Month,2022,10,25,2023,6,28
575,576,1,15,Spain,49,0,Tablet,1 Month,2022,10,26,2023,6,30
576,577,0,15,Spain,31,1,Laptop,1 Month,2022,10,23,2023,6,26
577,578,2,13,United States,29,0,Laptop,1 Month,2022,10,23,2023,6,28
578,579,2,12,Canada,35,0,Tablet,1 Month,2022,10,16,2023,6,28
579,580,0,14,United States,46,0,Tablet,1 Month,2022,9,8,2023,6,29
580,581,1,10,United States,29,0,Laptop,1 Month,2022,2,8,2023,6,29
581,582,0,12,Canada,43,0,Laptop,1 Month,2022,7,16,2023,6,28
582,583,2,15,United Kingdom,38,0,Tablet,1 Month,2022,7,17,2023,6,28
583,584,1,14,Australia,48,0,Smart TV,1 Month,2022,7,14,2023,6,28
584,585,0,14,Germany,41,1,Laptop,1 Month,2022,7,16,2023,6,29
585,586,1,15,France,51,0,Laptop,1 Month,2022,6,8,2023,6,29
586,587,0,14,Brazil,39,1,Smart TV,1 Month,2022,7,8,2023,6,28
587,588,2,11,Mexico,31,1,Smartphone,1 Month,2022,7,8,2023,6,27
588,589,2,15,Spain,28,1,Laptop,1 Month,2022,4,8,2023,6,29
589,590,0,15,Italy,47,1,Laptop,1 Month,2022,7,29,2023,6,29
590,591,1,14,Spain,35,0,Smart TV,1 Month,2022,6,19,2023,6,28
591,592,0,15,Spain,33,1,Smartphone,1 Month,2022,9,6,2023,6,29
592,593,2,11,United States,41,1,Smartphone,1 Month,2022,6,6,2023,6,29
593,594,1,12,Canada,38,0,Smart TV,1 Month,2022,6,6,2023,6,30
594,595,0,10,United States,49,1,Laptop,1 Month,2022,11,6,2023,6,28
595,596,0,14,United States,29,0,Smart TV,1 Month,2022,6,18,2023,6,28
596,597,0,13,Canada,50,1,Laptop,1 Month,2022,6,27,2023,6,28
597,598,2,12,United Kingdom,29,0,Tablet,1 Month,2022,5,7,2023,6,29
598,599,1,15,Australia,44,1,Smart TV,1 Month,2022,6,7,2023,6,27
599,600,0,14,Germany,36,0,Smart TV,1 Month,2022,6,16,2023,6,29
600,601,0,14,France,46,0,Smart TV,1 Month,2022,5,6,2023,6,30
601,602,1,14,Brazil,30,1,Smartphone,1 Month,2022,5,6,2023,6,29
602,603,2,15,Mexico,46,0,Tablet,1 Month,2022,6,6,2023,6,27
603,604,2,15,Spain,33,1,Smartphone,1 Month,2022,7,6,2023,6,28
604,605,0,15,Italy,46,0,Tablet,1 Month,2022,10,6,2023,6,29
605,606,1,14,Spain,50,1,Tablet,1 Month,2022,6,13,2023,6,29
606,607,2,14,Spain,27,0,Smart TV,1 Month,2022,6,14,2023,6,27
607,608,0,12,United States,48,0,Smart TV,1 Month,2022,6,22,2023,6,28
608,609,2,14,Canada,50,0,Smartphone,1 Month,2022,3,7,2023,6,29
609,610,1,13,United States,28,0,Tablet,1 Month,2022,5,7,2023,6,29
610,611,0,15,United States,29,0,Smartphone,1 Month,2022,11,7,2023,6,28
611,612,1,11,Canada,36,1,Smart TV,1 Month,2022,7,17,2023,6,27
612,613,2,12,United Kingdom,51,1,Laptop,1 Month,2022,7,27,2023,6,28
613,614,0,15,Australia,51,1,Smartphone,1 Month,2022,8,14,2023,6,28
614,615,2,13,Germany,43,1,Smart TV,1 Month,2022,8,15,2023,6,27
615,616,1,14,France,38,0,Laptop,1 Month,2022,2,9,2023,6,27
616,617,0,11,Brazil,45,0,Smartphone,1 Month,2022,5,9,2023,6,28
617,618,2,10,Mexico,28,0,Smart TV,1 Month,2022,6,9,2023,6,28
618,619,1,11,Spain,27,1,Smartphone,1 Month,2022,6,9,2023,6,29
619,620,0,11,Italy,41,0,Smartphone,1 Month,2022,5,9,2023,6,27
620,621,1,14,Spain,49,1,Smart TV,1 Month,2022,6,9,2023,6,29
621,622,0,12,Spain,35,1,Smartphone,1 Month,2022,8,29,2023,6,28
622,623,2,13,United States,29,0,Smart TV,1 Month,2022,8,30,2023,6,28
623,624,2,10,Canada,42,1,Smartphone,1 Month,2022,2,9,2023,6,30
624,625,0,15,United States,33,1,Tablet,1 Month,2022,9,20,2023,6,28
625,626,1,10,United States,30,1,Laptop,1 Month,2022,9,23,2023,6,30
626,627,0,11,Canada,43,0,Smart TV,1 Month,2022,9,29,2023,6,29
627,628,2,10,United Kingdom,42,1,Smartphone,1 Month,2022,9,10,2023,1,7
628,629,1,11,Australia,39,1,Tablet,1 Month,2022,12,10,2023,6,29
629,630,0,15,Germany,32,0,Smart TV,1 Month,2022,6,10,2023,6,30
630,631,1,14,France,31,1,Smartphone,1 Month,2022,9,21,2023,6,28
631,632,0,13,Brazil,39,1,Smartphone,1 Month,2022,9,23,2023,1,7
632,633,2,12,Mexico,41,0,Smartphone,1 Month,2022,9,28,2023,6,29
633,634,2,12,Spain,51,0,Smart TV,1 Month,2022,9,29,2023,6,29
634,635,0,13,Italy,29,1,Laptop,1 Month,2022,3,10,2023,6,27
635,636,1,10,Spain,33,0,Smart TV,1 Month,2022,10,28,2023,1,7
636,637,0,12,Spain,51,0,Tablet,1 Month,2022,11,14,2023,6,29
637,638,2,11,United States,38,1,Tablet,1 Month,2022,11,16,2023,1,7
638,639,1,10,Canada,37,0,Laptop,1 Month,2022,11,17,2023,6,28
639,640,0,13,United States,50,0,Laptop,1 Month,2022,11,20,2023,6,30
640,641,1,12,United States,33,1,Tablet,1 Month,2022,11,21,2023,6,29
641,642,0,11,Canada,27,1,Laptop,1 Month,2022,11,19,2023,1,7
642,643,2,11,United Kingdom,50,0,Smartphone,1 Month,2022,10,28,2023,6,27
643,644,2,15,Australia,47,0,Laptop,1 Month,2022,10,27,2023,6,29
644,645,0,13,Germany,41,1,Laptop,1 Month,2022,10,27,2023,6,29
645,646,1,10,France,49,0,Laptop,1 Month,2022,10,27,2023,6,30
646,647,0,15,Brazil,32,1,Smart TV,1 Month,2022,10,25,2023,6,28
647,648,2,10,Mexico,38,0,Smartphone,1 Month,2022,10,17,2023,6,28
648,649,1,14,Spain,38,0,Smartphone,1 Month,2022,8,20,2023,6,29
649,650,0,15,Italy,28,0,Smart TV,1 Month,2022,8,16,2023,6,29
650,651,1,13,Spain,31,1,Tablet,1 Month,2022,8,15,2023,6,29
651,652,0,14,Spain,39,0,Smartphone,1 Month,2022,8,15,2023,6,29
652,653,2,11,United States,28,0,Smartphone,1 Month,2022,7,29,2023,6,29
653,654,2,12,Canada,30,0,Smartphone,1 Month,2022,7,17,2023,6,28
654,655,0,11,United States,42,1,Tablet,1 Month,2022,7,26,2023,6,29
655,656,1,14,United States,33,0,Laptop,1 Month,2022,7,31,2023,6,29
656,657,0,14,Canada,34,0,Smart TV,1 Month,2022,3,8,2023,6,29
657,658,2,13,United Kingdom,49,0,Smart TV,1 Month,2022,4,8,2023,6,29
658,659,1,13,Australia,41,1,Laptop,1 Month,2022,3,8,2023,6,29
659,660,0,12,Germany,28,1,Smart TV,1 Month,2022,6,27,2023,6,29
660,661,1,14,France,49,0,Laptop,1 Month,2022,6,27,2023,6,28
661,662,0,15,Brazil,49,1,Tablet,1 Month,2022,6,15,2023,6,29
662,663,2,11,Mexico,36,1,Tablet,1 Month,2022,6,13,2023,6,29
663,664,2,11,Spain,31,1,Smart TV,1 Month,2022,12,6,2023,6,30
664,665,0,10,Italy,38,1,Smartphone,1 Month,2022,6,18,2023,6,28
665,666,1,15,Spain,34,0,Tablet,1 Month,2022,6,26,2023,6,29
666,667,0,11,Spain,51,0,Smartphone,1 Month,2022,6,30,2023,6,30
667,668,2,13,United States,49,1,Smart TV,1 Month,2022,3,7,2023,6,30
668,669,1,13,Canada,27,0,Tablet,1 Month,2022,6,19,2023,6,28
669,670,0,10,United States,38,1,Smart TV,1 Month,2022,8,6,2023,6,29
670,671,0,10,United States,51,1,Tablet,1 Month,2022,8,6,2023,6,30
671,672,0,14,Canada,47,0,Tablet,1 Month,2022,9,6,2023,6,30
672,673,2,15,United Kingdom,37,1,Smartphone,1 Month,2022,9,6,2023,6,27
673,674,1,13,Australia,37,0,Laptop,1 Month,2022,10,6,2023,6,28
674,675,0,11,Germany,39,0,Tablet,1 Month,2022,11,6,2023,6,29
675,676,0,11,France,31,1,Smartphone,1 Month,2022,6,13,2023,6,29
676,677,1,13,Brazil,36,1,Smart TV,1 Month,2022,6,17,2023,6,28
677,678,2,15,Mexico,42,0,Smart TV,1 Month,2022,6,27,2023,6,28
678,679,2,11,Spain,49,1,Laptop,1 Month,2022,5,7,2023,6,29
679,680,0,15,Italy,44,0,Laptop,1 Month,2022,7,7,2023,6,29
680,681,1,11,Spain,33,1,Laptop,1 Month,2022,7,16,2023,6,28
681,682,2,11,Spain,42,1,Tablet,1 Month,2022,7,23,2023,6,27
